SMILES,Smiles_Solvent,Smiles_Merged,Predicted_LogS,Prediction_Status,Prediction_Error
O=C1c2ccccc2C(=O)c2c1cc(N1CCOCC1)c1nsnc21,O,O=C1c2ccccc2C2(=O)~O~O3CCN(CC3)c3cc1c2c1nsnc31,-5.604983329772949,ok,
N#Cc1ccc(-c2nc3cc(C#N)c(C#N)cc3nc2-c2ccccc2)cc1C#N,O,N#Cc1ccc(-c2nc3cc4c(C#N)cc3n(~O~C4#N)c2-c2ccccc2)cc1C#N,-6.091685771942139,ok,
CN(C)c1ccc(C=CC=C2SC(=S)N(CC(=O)O)C2=O)cc1,O,CN(C)c1ccc(C=CC=C2SC(=S)N(CC3(=O)~O~O3)C2=O)cc1,-4.25018835067749,ok,
O=C(Nc1ccc(-c2csc(N3CCOCC3)n2)cc1)c1ccc([N+](=O)[O-])cc1,O,O=C1Nc2ccc(cc2)-c2csc(n2)N2CCO(~O~c3([N+](=O)[O-])ccc1cc3)CC2,-5.064619064331055,ok,
CCN1C(=O)C(=Cc2ccc(-c3ccccc3)o2)N(CC)C1=S,O,CCN1C(=S)N(CC)C2(=O)~O~o3c(ccc3-c3ccccc3)C=C12,-6.140853404998779,ok,
[C][C]N([C][C])c1ccc([C]=C2C(=O)OC([C])([C])OC2=O)cc1,O,[C][C]N([C][C])c1ccc([C]=C2C(=O)OC([C])([C])O3~O~C23=O)cc1,-4.368875503540039,ok,
[C][C]N1C(=O)C(=[C]c2ccc(N([C])[C])cc2)C(=O)N([C][C])C1=S,O,[C][C]N1C(=O)C2=[C]c3ccc(cc3)N([C])([C])~O~C2(=O)N([C][C])C1=S,-4.802086353302002,ok,
CN(C)c1ccc(/C=N/n2c(N)c(S(=O)(=O)c3ccccc3)c3nc4ccccc4nc32)cc1,O,CN(C)c1ccc(/C=N/n2c3c(c4nc5ccccc5nc42)S(=O)(=O)(c2ccccc2)~O~N3)cc1,-3.4295637607574463,ok,
CN1C=CC=CC1=C(C#N)c1ncc(-c2ccc(Cl)cc2)s1,O,CN12~O~c3(ncc(-c4ccc(Cl)cc4)s3)C(C#N)=C1C=CC=C2,,failed,Featurization failed: RDKit could not parse Smiles_Merged
CCN(CC)C(=O)C(C#N)=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,O,CCN(CC)C(=O)C(C#N)=Cc1ccc2o1~O~c1([N+](=O)[O-])ccc-2cc1,-6.284865379333496,ok,
CC(C)c1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,O,CC(C)c1ccc(N2C(c3ccccc3)=CC3=Cc4ccc(-c5ccc(Cl)c(Cl)c5)o4~O~C32=O)cc1,-7.270811080932617,ok,
CCOC(=O)c1ccc(-c2ccc(/C=C3/C=C(c4ccccc4)N(Cc4ccccc4)C3=O)o2)cc1,O,CCO1~O~C1(=O)c1ccc(-c2ccc(/C=C3/C=C(c4ccccc4)N(Cc4ccccc4)C3=O)o2)cc1,-5.402085304260254,ok,
O=C1C(=CC=Cc2ccco2)SC(=S)N1Cc1ccco1,O,O=C12~O~o3cccc3CN1C(=S)SC2=CC=Cc1ccco1,-5.984853267669678,ok,
COc1ccc(C=CC(=O)Nc2ccc(NC3CCCCC3)c3c2C(=O)c2ccccc2C3=O)cc1,O,CO1~O~C(=O)(Nc2ccc(NC3CCCCC3)c3c2C(=O)c2ccccc2C3=O)C=Cc2ccc1cc2,-6.782733917236328,ok,
O=C1/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)C=C(c2ccccc2)N1c1cccc([N+](=O)[O-])c1,O,O=C1/C2=C/c3ccc(-c4cc(Cl)ccc4Cl)o3~O~c3([N+](=O)[O-])cccc(c3)N1C(c1ccccc1)=C2,-6.836240768432617,ok,
CC(C)(C)C1=CC(=C(C#N)C#N)C=C(/C=C/c2cc3c4c(c2)C(C)(C)CCN4CCC3(C)C)O1,O,CC(C)(C)C1=CC2=C(C#N)(C#N)~O~O1C(/C=C/c1cc3c4c(c1)C(C)(C)CCN4CCC3(C)C)=C2,-7.276282787322998,ok,
O=C1/C(=C/C=C/c2ccccc2)SC(=S)N1CC(=O)N1c2ccccc2Sc2ccccc21,O,O=C(CN12~O~C1(=O)/C(=C/C=C/c1ccccc1)SC2=S)N1c2ccccc2Sc2ccccc21,-5.561972618103027,ok,
CN1C(=O)C(=c2sc(=CC=C3SC(c4ccccc4)=C(c4ccccc4)N3C)c(=O)n2C)SC1=S,O,CN1C(=S)SC2=c3sc(c(=O)n3C)=CC=C3SC(c4ccccc4)=C(c4ccccc4)N3(C)~O~C21=O,-6.185304641723633,ok,
O=C(O)CCCCCN1C(=O)C(=CC=Cc2ccco2)SC1=S,O,O=C1C(=CC=Cc2ccco2)SC(=S)N1CCCCCC1(=O)~O~O1,-5.152491569519043,ok,
CN(C)c1ccc(N2C(=O)/C(=C\c3ccc(Sc4ccc(Cl)cc4)o3)SC2=S)cc1,O,CN(C)c1ccc(N2C(=S)S/C3=C/c4ccc(Sc5ccc(Cl)cc5)o4~O~C32=O)cc1,-6.956679344177246,ok,
CC(C)Nc1cc(NCCO)c2noc3c2c1C(=O)c1ccccc1-3,O,CC(C)Nc1cc2c3noc4c3c1C(=O)(~O~OCCN2)c1ccccc1-4,-4.264326095581055,ok,
CCN1C(=CC=C2SC(=S)N(C)C2=O)SC(c2ccccc2)=C1c1ccccc1,O,CCN12~O~C3(=O)C(=CC=C1SC(c1ccccc1)=C2c1ccccc1)SC(=S)N3C,-6.364077568054199,ok,
CCN1C(=O)C(=CC=C2Sc3ccc(-c4nc5ccccc5s4)cc3N2CC)SC1=S,O,CCN1C(=S)SC2=CC=C3Sc4ccc(-c5nc6ccccc6s5)cc4N3(CC)~O~C21=O,-6.358595848083496,ok,
COC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/c1c(C)ccc(C)c1OC)=[N+]2C,O,COC1(=O)~O~O(C)c2c(C)ccc(C)c2/C=C/C2=[N+](C)c3ccc1cc3C2(C)C,-5.777090072631836,ok,
CN(C)c1ccc(C=C2C=C(c3ccc(F)cc3)OC2=O)cc1Br,O,CN(C)c1ccc(C=C2C=C(c3ccc(F)cc3)O3~O~C23=O)cc1Br,-5.126909255981445,ok,
CC(C)Nc1cc(N2CCOCC2)c(N)c2c1C(=O)c1ccccc1C2=O,O,CC(C)Nc1cc(N2CCOCC2)c2c3c1C(=O)c1ccccc1C3(=O)~O~N2,-5.33198356628418,ok,
COc1cccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)c1,O,CO1~O~C2(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C(c3ccccc3)N2c2cccc1c2,-6.195627212524414,ok,
CCN(CC)c1ccc(/C=N/N2C(=O)c3ccccc3C2=O)cc1,O,CCN1(CC)~O~C2(=O)c3ccccc3C(=O)N2/N=C/c2ccc1cc2,-5.069617748260498,ok,
CSC(SC)=C1CC/C(=C\c2ccc(Cl)cc2Cl)C1=O,O,CSC(SC)=C1CC/C(=C\c2ccc(Cl)cc2Cl)C12~O~O=2,-4.975210666656494,ok,
[C]Oc1ccccc1[C]N=S([O-])[O+]c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)[N]2,O,[C]Oc1ccccc1[C]N=S1[O+]c2(~O~[O-]1)ccc1c(c2)C(=C2[C][C][C][C]2)C(=O)[N]1,,failed,Featurization failed: RDKit could not parse Smiles_Merged
CCCN(CCC)c1ccc(C=C2CCc3c2nc2ccccc2c3C(=O)O)cc1,O,CCCN(CCC)c1ccc(C=C2CCc3c2nc2ccccc2c3C2(=O)~O~O2)cc1,-3.9028117656707764,ok,
O=C1C(=CC=Cc2ccccc2)SC(=S)N1CC(=O)N1c2ccccc2Sc2ccccc21,O,O=C(CN12~O~C1(=O)C(=CC=Cc1ccccc1)SC2=S)N1c2ccccc2Sc2ccccc21,-5.563451766967773,ok,
O=C1C(=CC=Cc2ccc([N+](=O)[O-])o2)SC(=S)N1c1cccc2ccccc12,O,O=C1C(=CC=Cc2ccc3([N+](=O)[O-])~O~o23)SC(=S)N1c1cccc2ccccc12,-6.051790237426758,ok,
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)SC1=Cc1ccc(-c2cccc(C(F)(F)F)c2)o1,O,O=C1N=C2SC1=Cc1ccc(-c3cccc(C(F)(F)F)c3)o1~O~C(F)(F)(F)c1cccc(c1)N1CCN2CC1,-6.5038909912109375,ok,
COC(=O)c1ccc(/C=C/C2=[N+](C)c3ccc(OC)cc3C2(C)C)cc1,O,COC1(=O)~O~O(C)c2ccc3c(c2)C(C)(C)C(=[N+]3C)/C=C/c2ccc1cc2,-5.6413116455078125,ok,
CNc1ccc(Nc2cccc(C(F)(F)F)c2)c2c1C(=O)c1ccccc1C2=O,O,CN1~O~C(F)(F)(F)c2cccc(c2)Nc2ccc1c1c2C(=O)c2ccccc2C1=O,-6.797056198120117,ok,
O=C(O)CCCCCCCCCCc1ccc2n1[B-](F)(F)[N+]1=C(/C=C/C=C/c3ccccc3)C=CC1=C2,O,O=C1CCCCCCCCCCc2ccc3n2[B-](F)(F)(~O~O1)[N+]1=C(/C=C/C=C/c2ccccc2)C=CC1=C3,-4.127269268035889,ok,
Nc1c(-c2ccc([N+](=O)[O-])cc2)sc2nc(-c3ccccc3)cc(C(F)(F)F)c12,O,O=[N+]([O-])c1ccc(-c2sc3nc(-c4ccccc4)cc4c3c2N~O~C4(F)(F)F)cc1,-6.921813011169434,ok,
[C]O[C][C][N]S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],O,[C]N1c2ccc3cc2C(=C2[C][C][C][C]2)C1(=O)~O~O([C])[C][C][N]S3(=O)=O,-4.3178205490112305,ok,
O=C1C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC(=S)N1Cc1cccnc1,O,O=C1C(=Cc2ccc3o2~O~c2([N+](=O)[O-])ccc-3cc2)SC(=S)N1Cc1cccnc1,-6.357043266296387,ok,
O=C1OC(c2ccc(Br)cc2)=CC1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,O,O=[N+]([O-])c1ccc(-c2ccc3o2~O~C2(=O)OC(c4ccc(Br)cc4)=CC2=C3)cc1,-5.704662322998047,ok,
O=C1c2ccccc2-c2onc3c(Br)cc(NC4CCCCC4)c1c23,O,O=C12~O~N(C3CCCCC3)c3cc(Br)c4noc(c4c31)-c1ccccc12,-5.502252578735352,ok,
COC(=O)CN1C(=S)N(c2ccc(OC)cc2)C(=O)/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,O,COC1(=O)~O~O(C)c2ccc(cc2)N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)N(C1)C2=S,-5.3642964363098145,ok,
CN(c1ccccc1)c1ccc(/C=C2\N=C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)OC2=O)cc1,O,CN(c1ccccc1)c1ccc(/C=C2\N=C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)O3~O~C23=O)cc1,-3.996638536453247,ok,
O=c1nc(C(F)(F)F)cc(C=Cc2ccc(-c3cccc([N+](=O)[O-])c3)o2)[nH]1,O,O=c1nc2cc([nH]1)C=Cc1ccc(-c3cccc([N+](=O)[O-])c3)o1~O~C2(F)(F)F,-6.71153450012207,ok,
CC1CCCC(O)C2C(=O)CC(O)C3OC(/C=C/C=C/C=C/C(=O)O)=C(C(=O)O1)C32,O,CC1CCCC(O)C2C(=O)CC(O)C3C2C2=C(/C=C/C=C/C=C/C(=O)O)O3~O~C2(=O)O1,-6.1324310302734375,ok,
[C][C][C][C]N([C])S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],O,[C][C][C][C]N([C])S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C1(=O)~O~N21[C],-4.117720603942871,ok,
[C][C][C][C][C]([C][C])[C]N1c2ccccc2Sc2cc([C]=c3sc(=C(C#N)C#N)n(-c4ccccc4)c3=O)ccc21,O,[C][C][C][C][C]([C][C])[C]N12~O~c3(=O)c(sc(=C(C#N)C#N)n3-c3ccccc3)=[C]c3ccc1c(c3)Sc1ccccc12,-6.072484970092773,ok,
O=C1N=C(N2CCN(c3ccccc3)CC2)S/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,O,O=[N+]([O-])c1ccc(-c2ccc3o2~O~C2(=O)N=C(N4CCN(c5ccccc5)CC4)S/C2=C/3)cc1,-4.46659517288208,ok,
O=C1C(=CC=Cc2ccco2)SC(=S)N1C1CCCCC1,O,O=C12~O~o3cccc3C=CC=C1SC(=S)N2C1CCCCC1,-6.236991882324219,ok,
O=C1c2ccccc2-c2nc3c(ccc4ccccc43)c(-c3cccc([N+](=O)[O-])c3)c21,O,O=[N+]([O-])c12~O~O=C3c4ccccc4-c4nc5c(ccc6ccccc65)c(c43)-c(ccc1)c2,-6.177035331726074,ok,
CN1CCN(c2cc(NC3CCCCC3)c3c4c(onc24)-c2ccccc2C3=O)CC1,O,CN1CCN(c2cc3c4c5c(onc25)-c2ccccc2C4(=O)~O~N3C2CCCCC2)CC1,-4.237085342407227,ok,
O=C(Nc1ccc(Nc2cc([N+](=O)[O-])ccc2O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,O,O=C(Nc1ccc(Nc2cc3([N+](=O)[O-])~O~Oc2cc3)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,-5.145420551300049,ok,
O=C1[N]c2ccc(S(=O)(=O)N3[C][C][C][C][C][C]3)cc2C1=C1[C][C][C][C]1,O,O=S(=O)(c1ccc2c(c1)C(=C1[C][C][C][C]1)C1(~O~O=1)[N]2)N1[C][C][C][C][C][C]1,-3.0968093872070312,ok,
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(N(C)C)c(Br)c1,O,CC1=C(C#N)c2nc3(~O~N3)c(C#N)c(C)c2/C1=C\c1ccc(N(C)C)c(Br)c1,,failed,Featurization failed: RDKit could not parse Smiles_Merged
O=[N+]([O-])c1cccc(-c2ccc(/C=N/c3ccc(N4CCOCC4)cc3)o2)c1,O,O=[N+]([O-])c12~O~o3c(/C=N/c4ccc(N5CCOCC5)cc4)ccc3-c(ccc1)c2,-5.431854724884033,ok,
O=C([C]=C([C]1[C][C]1)[C]1[C][C]1)[N]c1ccc(N2[C][C][C][C][C]2)c2ccncc12,O,O=C1([C]=C([C]2[C][C]2)[C]2[C][C]2)~O~N2([C][C][C][C][C]2)c2ccc(c3cnccc23)[N]1,-2.2075867652893066,ok,
[C]Oc1ccc([C]=[C]C2=[C]C(=C(C#N)C#N)[C]C([C])([C])[C]2)cc1,O,[C]C1([C])[C]C([C]=[C]c2ccc(O3~O~[C]3)cc2)=[C]C(=C(C#N)C#N)[C]1,-6.066512584686279,ok,
O=C1C(=Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1cccc(O)c1,O,O=C12~O~Oc3cccc(c3)N1C(c1ccccc1)=CC2=Cc1ccc(-c2ccc(Cl)c(Cl)c2)o1,-4.57781457901001,ok,
O=C1N=C(Nc2ccc(O)cc2)SC1=CC(Cl)=Cc1ccc([N+](=O)[O-])cc1,O,O=[N+]([O-])c1ccc(C=C(Cl)C=C2SC3=NC2(=O)~O~Oc2ccc(cc2)N3)cc1,-3.974393129348755,ok,
[C]Oc1ccc(/[C]=C2/[C][C]C(=C3S[C][C]S3)C2=O)cc1,O,O=C1C(=C2S[C][C]S2)[C][C]/C1=[C]/c1ccc(O2~O~[C]2)cc1,-5.266149520874023,ok,
CCN(c1ccc(/C=C/C2=[N+](C)c3cc(OC)ccc3C2(C)C)cc1)c1ccc(C(=O)OC)cc1,O,CCN1c2ccc(cc2)/C=C/C2=[N+](C)c3cc(ccc3C2(C)C)O(C)~O~C(=O)(OC)c2ccc1cc2,-5.564910888671875,ok,
CCOC(=O)c1cc(/C=C/c2sc3ccccc3[n+]2C)c2sc3ccccc3n12,O,CCO1~O~C1(=O)c1cc(/C=C/c2sc3ccccc3[n+]2C)c2sc3ccccc3n12,-5.946839332580566,ok,
O=C1[N]c2ccc(OS(=O)N3[C][C]N(c4ccccn4)[C][C]3)cc2C1=C1[C][C][C][C]1,O,O=C1[N]c2ccc(O3~O~S3(=O)N3[C][C]N(c4ccccn4)[C][C]3)cc2C1=C1[C][C][C][C]1,-2.3994174003601074,ok,
CC[n+]1c(/C=C/C=C/N(C(C)=O)c2ccccc2)sc2ccccc21,O,CC[n+]1c2ccccc2sc12~O~N(C(C)=O)(c1ccccc1)C=CC=C2,,failed,Featurization failed: RDKit could not parse Smiles_Merged
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,O,CN1CCN2(~O~C3(=O)c4ccccc4-c4ccc2c2cccc3c42)CC1,-4.083674907684326,ok,
CCOC(=O)c1ccc(-c2ccc(C=C3C=C(c4ccccc4)N(c4ccc(C)c(C)c4)C3=O)o2)cc1,O,CCO1~O~C1(=O)c1ccc(-c2ccc(C=C3C=C(c4ccccc4)N(c4ccc(C)c(C)c4)C3=O)o2)cc1,-5.236969470977783,ok,
CC12CCC(CC1=N/N=C1\NC(=O)C(=CC=Cc3ccc([N+](=O)[O-])cc3)S1)C2(C)C,O,CC12CCC(CC1=N/N=C1/SC3=CC=Cc4ccc([N+](=O)[O-])(~O~N1C3=O)cc4)C2(C)C,-5.926819801330566,ok,
Nc1ccc2nc3c4ccccc4c(=[NH2+])cc-3oc2c1,O,Nc1ccc2nc3c4ccccc4c4(=[NH2+])~O~o(c-3c4)c2c1,-3.0391323566436768,ok,
C=CCN1C(=O)/C(=c2/s/c(=C\C=C3\Sc4ccc(OC)cc4N3CC)c(=O)n2CC)SC1=S,O,C=CCN1C(=S)S/C2=c3\s/c(c(=O)n3CC)=C\C=C3\Sc4ccc(cc4N3CC)O(C)~O~C21=O,-6.959815502166748,ok,
CCOc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,O,CCO1~O~C2(=O)C(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C(c3ccccc3)N2c2ccc1cc2,-6.550232410430908,ok,
CCCN1CCN(c2cc(NC(C)C)c3c4c(onc24)-c2ccccc2C3=O)CC1,O,CCCN1CCN(c2cc3c4c5c(onc25)-c2ccccc2C4(=O)~O~N3C(C)C)CC1,-4.022294998168945,ok,
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,O,CCN1Cc2cccc(c2)S(=O)(=O)[O-]~O~C2(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=CC(=C(c3ccccc3S(=O)(=O)[O-])c3ccc1cc3)C=C2,-4.11225700378418,ok,
CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1,O,C[n+]1c2ccc3ccccc31~O~N(C)(C)c1ccc(cc1)/C=C/2,-6.141393661499023,ok,
CN(C)c1ccc(/C=N/n2c(N)c(C(=O)NCc3ccccc3)c3nc4ccccc4nc32)cc1,O,CN(C)c1ccc(/C=N/n2c3c(c4nc5ccccc5nc42)C(=O)(NCc2ccccc2)~O~N3)cc1,-2.438145399093628,ok,
CCN(CCO)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,O,CCN1CCO~O~c2([N+](=O)[O-])ccc(cc2)/N=N/c2ccc1cc2,-2.8814008235931396,ok,
CCOc1ccc(C2=C/C(=C\c3ccc(N(C)C)c(Br)c3)C(=O)O2)cc1,O,CCO1~O~C2(=O)OC(=C/C2=C\c2ccc(N(C)C)c(Br)c2)c2ccc1cc2,-5.587831497192383,ok,
CN(C)c1ccc(C=CC=CC2=N[C@@H](C(=O)O)CS2)cc1,O,CN(C)c1ccc(C=CC=CC2=N[C@@H](C3(=O)~O~O3)CS2)cc1,-3.286875009536743,ok,
CCN(CC)c1ccc2c(-c3c(N=C=S)cccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1,O,CCN(CC)c1ccc2c(-c3c(N=C=S)cccc3C3(=O)~O~O3)c3ccc(=[N+](CC)CC)cc-3oc2c1,-4.611635208129883,ok,
O=C1/C(=C\c2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1Cc1ccccc1,O,O=C12~O~o3c(ccc3-c3ccc(Br)cc3)/C=C\1C=C(c1ccccc1)N2Cc1ccccc1,-6.173785209655762,ok,
COc1ccccc1N1C(=O)C(=Cc2ccc(-c3ccc(Br)cc3)o2)C=C1c1ccccc1,O,CO1~O~C2(=O)C(=Cc3ccc(-c4ccc(Br)cc4)o3)C=C(c3ccccc3)N2c2ccccc21,-5.751569747924805,ok,
Cc1cc2c(cc1C)-c1nc3ccccc3cc1/C2=N\c1ccccc1,O,Cc1cc2c(cc1C)-c13~O~N(/c4ccccc4)=C\2c1cc1ccccc1n3,-5.522213459014893,ok,
N#Cc1cc([N+](=O)[O-])ccc1Nc1ccc(NC2CCOCC2)cc1,O,N#Cc1cc2([N+](=O)[O-])~O~N(C3CCOCC3)c3ccc(cc3)Nc1cc2,-6.204444885253906,ok,
CN(c1ccccc1)c1ccc(/C=N/NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,O,CN1(c2ccccc2)~O~c2([N+](=O)[O-])ccc(cc2)CC(=O)N/N=C/c2ccc1cc2,-5.063668251037598,ok,
CCCCC(CC)CN1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,O,CCCCC(CC)CN1C(=O)/C(=C/c2ccc3o2~O~c2([N+](=O)[O-])ccc-3cc2)SC1=S,-7.841594219207764,ok,
O=C(O)CCCN1C(=O)C(=CC=Cc2ccco2)SC1=S,O,O=C1C(=CC=Cc2ccco2)SC(=S)N1CCCC1(=O)~O~O1,-4.7798261642456055,ok,
c1cc2c3c(cccc3c1)-c1n[n+]3c(cc1-2)sc1ccccc13,O,c1cc2c3c4cc(~O~c56cc-4c-2n[n+]5c2ccccc2s6)cc3c1,-7.460821628570557,ok,
O=C1N=C(N2CCN(c3ccc(Cl)cc3)CC2)S/C1=C\c1ccc(-c2cccc([N+](=O)[O-])c2)o1,O,O=[N+]([O-])c1cccc(-c2ccc3o2~O~C2(=O)N=C(N4CCN(c5ccc(Cl)cc5)CC4)S/C2=C\3)c1,-4.799435615539551,ok,
CCCN1CCN(c2cc(Nc3ccc(N(C)C)cc3)c3c4c(onc24)-c2ccccc2C3=O)CC1,O,CCCN1CCN(c2cc3c4c5c(onc25)-c2ccccc2C4(=O)~O~N(C)(C)c2ccc(cc2)N3)CC1,-4.657903671264648,ok,
CC(C)(C)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,O,CC(C)(C)c1ccc(N2C(c3ccccc3)=C/C3=C\c4ccc(-c5ccc(Cl)c(Cl)c5)o4~O~C32=O)cc1,-7.329362869262695,ok,
O=C1c2ccccc2-c2nc3cc4[nH]c(=O)[nH]c4cc3nc21,O,O=C1c2ccccc2-c2nc3cc4c(cc3nc21)[nH]c1(=O)~O~[nH]41,-5.907473564147949,ok,
Cc1ccc(C2=C/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C(=O)O2)cc1,O,Cc1ccc(C2=C/C3=C\c4ccc(-c5ccc([N+](=O)[O-])cc5)o4~O~C3(=O)O2)cc1,-5.533286094665527,ok,
COc1ccc(-c2csc(/C(C#N)=C/c3ccc(N(C)C)cc3)n2)cc1,O,CN(C)c1ccc(/C=C(\C#N)c23~O~O(C)c4ccc(cc4)-c(cs2)n3)cc1,-5.8756585121154785,ok,
CCCCCCCCCN1C=CC(=CC=C(C#N)C#N)c2ccccc21,O,CCCCCCCCCN12~O~C(C#N)(C#N)=CC=C(C=C1)c1ccccc12,-7.000413417816162,ok,
COc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,O,CO1~O~C2(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C(c3ccccc3)N2c2ccc1cc2,-6.2952470779418945,ok,
CC(C)(C)C1=NN(c2ccccc2)C(=O)C1=CC=Cc1ccc([N+](=O)[O-])cc1,O,CC(C)(C)C1=NN(c2ccccc2)C2(~O~O=2)C1=CC=Cc1ccc([N+](=O)[O-])cc1,-4.184334754943848,ok,
CC1C/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C1,O,CC1C/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)/C(=C/c2ccc3o2~O~c2([N+](=O)[O-])ccc-3cc2)C1,-6.601299285888672,ok,
O=C1[C]2[C]([C]3[C]=[C][C]2C3=C2[C][C][C][C][C]2)C(=O)N1c1ccc([N+](=O)[O-])cc1,O,O=C1[C]2[C]([C]3[C]=[C][C]2C3=C2[C][C][C][C][C]2)C2=O~O~c3([N+](=O)[O-])ccc(cc3)N12,-3.828070640563965,ok,
CCCn1c(=C2SC(=S)N(CC)C2=O)sc(=C2C=Cc3ccccc3N2CC)c1=O,O,CCCn1c(=C2SC(=S)N(CC)C2=O)sc2c1(=O)~O~N1(CC)C=2C=Cc2ccccc21,-6.784808158874512,ok,
CC(C)/C=C1\CC/C(=C\c2ccc(N(C)C)cc2)C1=O,O,CC(C)/C=C1\CC/C2=C\c3ccc(cc3)N(C)(C)~O~C21=O,-5.256994724273682,ok,
CCOC(=O)C1CCCN(c2cc(Nc3ccc(OCC)cc3)c3c4c(onc24)-c2ccccc2C3=O)C1,O,CCOC1(=O)~O~O(CC)c2ccc(cc2)Nc2cc(c3noc4c3c2C(=O)c2ccccc2-4)N2CCCC1C2,-5.737250328063965,ok,
CCN1c2ccc(C=C3SC(=S)NC3=O)cc2C(C)=CC1(C)C,O,CCN12~O~C3(=O)NC(=S)SC3=Cc3ccc1c(c3)C(C)=CC2(C)C,-6.618302345275879,ok,
[C][C]N1[C][C][C][C]1[C][N]S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],O,[C][C]N1[C][C][C][C]1[C][N]S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C1(=O)~O~N21[C],-3.7262213230133057,ok,
CCCCCCCCCN1C=C/C(=C\C=C(C#N)C#N)c2ccccc21,O,CCCCCCCCCN12~O~C(C#N)(C#N)=C/C=C(\C=C1)c1ccccc12,-7.000413417816162,ok,
COc1ccc(C=C2C=C(c3ccccc3)N(c3ccc(Sc4ccc([N+](=O)[O-])cc4)cc3)C2=O)cc1Br,O,CO1~O~c2([N+](=O)[O-])ccc(cc2)Sc2ccc(cc2)N2C(=O)C(=Cc3ccc1c(Br)c3)C=C2c1ccccc1,-6.380925178527832,ok,
Cl.NC(N)=NN=C(/C=C/c1ccc([N+](=O)[O-])o1)/C=C/c1ccc([N+](=O)[O-])o1,O,Cl.NC(N)=NN=C(/C=C/c1ccc([N+](=O)[O-])o1)/C=C/c1ccc2([N+](=O)[O-])~O~o12,-3.1515307426452637,ok,
O=C(O)CCC(C(=O)O)N1C(=O)/C(=C\C(Cl)=C/c2ccc([N+](=O)[O-])cc2)SC1=S,O,O=C1CCC(N2C(=O)/C(=C\C(Cl)=C/c3ccc([N+](=O)[O-])cc3)SC2=S)C(=O)(O)~O~O1,-4.318747043609619,ok,
