SMILES,Smiles_Solvent,Smiles_Merged,Predicted_LogS,Prediction_Status,Prediction_Error
CC1CCCCN1c1cc(Nc2ccc(C(=O)O)cc2)c2c3c(onc13)-c1ccccc1C2=O,CS(C)=O,CC1CCCCN1c1cc(Nc2ccc(C3(=O)~O=S(C)(C)~O3)cc2)c2c3c(onc13)-c1ccccc1C2=O,-4.104972839355469,ok,
NC(=S)N/N=C1/c2ccccc2-c2nc3ccccc3nc21,CS(C)=O,CS1(C)~NC(=S)(N/N=C2/c3ccccc3-c3nc4ccccc4nc32)~O=1,-3.6492631435394287,ok,
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2C)o1,CS(C)=O,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc2o1~S(C)(C)=O~c1([N+](=O)[O-])ccc-2c(C)c1,-3.6586849689483643,ok,
[C][C]N1[C][C]N(S(=O)(=O)c2ccc3c(c2)C(=C2[C][C][C][C]2)C(=O)N3[C])[C][C]1,CS(C)=O,[C][C]N1[C][C]N(S(=O)(=O)c2ccc3c(c2)C(=C2[C][C][C][C]2)C2(=O)~O=S(C)(C)~N32[C])[C][C]1,-1.9304043054580688,ok,
CCOC(=O)C1CCCN(c2cc(NC3CCCCC3)c3c4c(onc24)-c2ccccc2C3=O)C1,CS(C)=O,CCO1~S(C)(C)=O~C1(=O)C1CCCN(c2cc(NC3CCCCC3)c3c4c(onc24)-c2ccccc2C3=O)C1,-3.471627712249756,ok,
CCCCN(CCCC)c1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4ccc(N(CCCC)CCCC)cc4)cc3)cc2)cc1,CS(C)=O,CCCCN(CCCC)c1ccc(/N=N/c2ccc(-c3ccc(/N=N/c45~O=S(C)(C)~N(CCCC)(CCCC)c(cc4)cc5)cc3)cc2)cc1,-2.9095797538757324,ok,
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1cn(C)c2ccccc12,CS(C)=O,CC1=C(C#N)c2nc3(~O=S(C)(C)~N3)c(C#N)c(C)c2/C1=C\c1cn(C)c2ccccc12,,failed,Featurization failed: RDKit could not parse Smiles_Merged
C/C(=N\N=c1\scc(-c2ccc([N+](=O)[O-])cc2)n1-c1ccccc1)c1ccccc1,CS(C)=O,C/C(=N\N=c1\scc2n1(-c1ccccc1)~S(C)(C)=O~c1([N+](=O)[O-])ccc-2cc1)c1ccccc1,-1.841452956199646,ok,
[C]N(c1ccccc1)c1ccc([C]=C2C(=O)[N]C(=S)[N]C2=O)cc1,CS(C)=O,[C]N1(c2ccccc2)~S(C)(C)=O~C2(=O)[N]C(=S)[N]C(=O)C2=[C]c2ccc1cc2,-2.3634886741638184,ok,
CCN1CCC(Nc2cc3c4c(cccc4n2)C(=O)c2ccccc2-3)CC1,CS(C)=O,CCN1CCC(N2~S(C)(C)=O~C3(=O)c4ccccc4-c4cc2nc2cccc3c42)CC1,-3.3415908813476562,ok,
O=[N+]([O-])c1ccc(/C=N/c2ccc(Nc3ccccc3)cc2)s1,CS(C)=O,CS1(C)~N(c2ccccc2)c2ccc(cc2)/N=C/c2ccc([N+](=O)[O-])(~O=1)s2,-2.4962198734283447,ok,
O=C1c2ccccc2C(=O)c2cc(NCCOCCO)ccc21,CS(C)=O,CS1(C)~OCCOCCNc2ccc3c(c2)C(=O)(~O=1)c1ccccc1C3=O,-3.0098423957824707,ok,
O=C1[C]2[C]([C]3[C]=[C][C]2C3=C2[C]3[C][C]4[C][C]([C]3)[C][C]2[C]4)C(=O)N1c1cc(Cl)cc(Cl)c1,CS(C)=O,CS1(C)~O=C2(~O=1)[C]1[C]([C]3[C]=[C][C]1C3=C1[C]3[C][C]4[C][C]([C]3)[C][C]1[C]4)C(=O)N2c1cc(Cl)cc(Cl)c1,-3.2625977993011475,ok,
[C]N1[C][C]N(S(=O)(=O)c2ccc3c(c2)C(=C2[C][C][C][C]2)C(=O)N3[C])[C][C]1,CS(C)=O,[C]N1[C][C]N(S(=O)(=O)c2ccc3c(c2)C(=C2[C][C][C][C]2)C2(=O)~O=S(C)(C)~N32[C])[C][C]1,-2.2652482986450195,ok,
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(-c2ccccc2)o1,CS(C)=O,CC1=C(C#N)c2nc3(N)~O=S(C)(C)~o4c(ccc4-c4ccccc4)C=C1c2c(C)c3C#N,-3.4231998920440674,ok,
C=CCSC1=N/C(=C\C=C\c2ccc([N+](=O)[O-])o2)C(=O)S1,CS(C)=O,C=CCSC1=N/C(=C\C=C\c2ccc3([N+](=O)[O-])~O=S(C)(C)~o23)C(=O)S1,-2.66540265083313,ok,
CC(=O)Nc1ccc(N2C(=O)/C(=C\C3=Cc4ccccc4OC3C)SC2=S)cc1,CS(C)=O,CC(=O)Nc1ccc(N2C(=S)S/C3=C/C4=Cc5ccccc5O(~S(C)(C)=O~C32=O)C4C)cc1,-3.0415890216827393,ok,
C=CCN1C(=O)/C(=c2\s/c(=C\C=C3\Sc4ccc(OC)cc4N3CC)c(=O)n2CC)SC1=S,CS(C)=O,C=CCN1C(=S)S/C2=c3/s/c(c(=O)n3CC)=C\C=C3\Sc4ccc(cc4N3CC)O(C)~S(C)(C)=O~C21=O,-3.4090402126312256,ok,
[C]Oc1ccccc1N1[C][C]N(S(=O)Oc2ccc3c(c2)C(=C2[C][C][C][C]2)C(=O)N3[C])[C][C]1,CS(C)=O,[C]N1C(=O)C(=C2[C][C][C][C]2)c2cc(OS3(=O)~O=S(C)(C)~O([C])c4ccccc4N4[C][C]N3[C][C]4)ccc21,-3.0336992740631104,ok,
O=C(C=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1)N1CCOCC1,CS(C)=O,CS1(C)~o2c(C=CC(=O)N3CCOCC3)ccc2-c2ccc([N+](=O)[O-])(~O=1)cc2,-2.7359797954559326,ok,
CCN(CCC#N)c1ccc(/N=N/c2ccc(/N=N/c3cccc(S(=O)(=O)O)c3)c3ccccc23)c(C)c1,CS(C)=O,CCN1(CCC#N)~S(C)(C)=O~S(=O)(=O)(O)c2cccc(c2)/N=N/c2ccc(c3ccccc23)/N=N/c2ccc1cc2C,-2.3889946937561035,ok,
CC(C)CNc1cc(NCCO)c(N)c2c1C(=O)c1ccccc1C2=O,CS(C)=O,CC(C)CNc1cc(NCCO)c2c3c1C(=O)c1ccccc1C3(=O)~O=S(C)(C)~N2,-3.2590203285217285,ok,
CCN1C(=O)/C(=C\C=C\c2ccc([N+](=O)[O-])o2)SC1=S,CS(C)=O,CCN1C(=O)/C(=C\C=C\c2ccc3([N+](=O)[O-])~O=S(C)(C)~o23)SC1=S,-2.276876211166382,ok,
CC(C)CN1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(C(F)(F)F)c3)o2)S/C1=N\c1ccc(N(C)C)cc1,CS(C)=O,CC(C)CN1C(=O)/C(=C/c2ccc3o2~S(C)(C)=O~C(F)(F)(F)c2cc-3ccc2Cl)S/C1=N\c1ccc(N(C)C)cc1,-2.4378230571746826,ok,
FC(F)Sc1ccc(-c2ccc(C=NN=CC3=C(N4CCOCC4)C(=Cc4ccc(Cl)cc4Cl)CC3)o2)cc1,CS(C)=O,CS1(C)~o2c(C=NN=CC3=C(N4CCOCC4)C(=Cc4ccc(Cl)cc4Cl)CC3)ccc2-c2ccc(cc2)SC(F)(F)~O=1,-3.975858449935913,ok,
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(-c2cccc(F)c2)o1,CS(C)=O,CC1=C(C#N)c2nc3(N)~O=S(C)(C)~o4c(ccc4-c4cccc(F)c4)C=C1c2c(C)c3C#N,-3.3674356937408447,ok,
O=[N+]([O-])c1ccc(-c2ccc(C=NN(c3ccccc3)c3ccccc3)o2)c(Cl)c1,CS(C)=O,CS1(C)~o2c(C=NN(c3ccccc3)c3ccccc3)ccc2-c2ccc([N+](=O)[O-])(~O=1)cc2Cl,-2.3678784370422363,ok,
CN(C)c1cc(NCc2ccccc2)c2c(c1N)C(=O)c1ccccc1C2=O,CS(C)=O,CN(C)c1cc(NCc2ccccc2)c2c3c1N~S(C)(C)=O~C3(=O)c1ccccc1C2=O,-3.6146113872528076,ok,
CNc1ccc2c3c1C(=O)c1cccc4c1C3=S(S2)N4C,CS(C)=O,CN1c2cccc3c2C2=S1Sc1ccc4c(c12)C3(=O)~O=S(C)(C)~N4C,-4.044060707092285,ok,
O=[N+]([O-])c1ccc2nc3c(nc2c1)-c1cccc2cccc-3c12,CS(C)=O,CS1(C)~O=[N+]([O-])c2(~O=1)ccc1nc3c(nc1c2)-c1cccc2cccc-3c12,,failed,Featurization failed: RDKit could not parse Smiles_Merged
COc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Br)cc4)o3)C=C2c2ccccc2)cc1,CS(C)=O,CO1~S(C)(C)=O~C2(=O)/C(=C/c3ccc(-c4ccc(Br)cc4)o3)C=C(c3ccccc3)N2c2ccc1cc2,-3.1094586849212646,ok,
CCCCCCN1C=C/C(=C\C=C(/C#N)C(=O)Nc2ccccc2)c2ccccc21,CS(C)=O,CCCCCCN12~S(C)(C)=O~C(=O)(Nc3ccccc3)/C(C#N)=C/C=C(\C=C1)c1ccccc12,-2.9398105144500732,ok,
O=C1C=C(C(F)(F)F)c2ccc(NC3CCCCC3)c3cccc1c23,CS(C)=O,CS1(C)~N(C2CCCCC2)c2ccc3c4c(cccc24)C(=O)C=C3C(F)(F)(F)~O=1,-2.0315849781036377,ok,
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)SC1=Cc1ccc(-c2ccc(Cl)cc2Cl)o1,CS(C)=O,CS1(C)~o2c(ccc2-c2ccc(Cl)cc2Cl)C=C2SC(=NC2=O)N2CCN(CC2)c2cccc(c2)C(F)(F)(F)~O=1,-2.3652188777923584,ok,
CCCCC(CC)CN1C(=O)C(=Cc2ccc(-c3cccc(Cl)c3)o2)SC1=S,CS(C)=O,CCCCC(CC)CN1C(=S)SC2=Cc3ccc(-c4cccc(Cl)c4)o3~S(C)(C)=O~C21=O,-2.3821065425872803,ok,
[C][C]N1C(=[C]C2=[C]C(=C(C#N)C#N)[C]C([C])([C])[C]2)N([C][C])c2ccccc21,CS(C)=O,[C][C]N1C2=[C]C3=[C]C(=C(C#N)(C#N)~O=S(C)(C)~N2([C][C])c2ccccc21)[C]C([C])([C])[C]3,-3.77366042137146,ok,
CCN(CC)c1ccc(C=C2CCC(C=Nc3ccc(Cl)c(Cl)c3)=C2N2CCOCC2)cc1,CS(C)=O,CCN(CC)c1ccc(C=C2CCC3=C2N2CCO(~S(C)(C)=O~c4(ccc(Cl)c(Cl)c4)N=C3)CC2)cc1,,failed,Featurization failed: RDKit could not parse Smiles_Merged
CCCCn1c(=O)/c(=C\C=C2/Sc3ccc(Cl)cc3N2CC)s/c1=C1/SC(=S)N(CC)C1=O,CS(C)=O,CCCCn1c(=O)\c2s/c1=C1/SC(=S)N(CC)C1(=O)~O=S(C)(C)~N1(CC)/C(=C/C=2)Sc2ccc(Cl)cc21,-3.161085844039917,ok,
O=[N+]([O-])c1ccc(/C=C/c2nc3c(Oc4ccccc4)cccc3c3c2CCS3)cc1,CS(C)=O,CS1(C)~O(c2ccccc2)c2cccc3c4c(c(nc23)/C=C/c2ccc([N+](=O)[O-])(~O=1)cc2)CCS4,-3.2668662071228027,ok,
"[O-][N+](=O)C1=CC=C(\C=C\C2=NC3=C(OC4=CC=CC=C4)C=CC=C3C3=C2CCS3)C=C1 |c:11,16,18,21,23,26,33,t:3,5,9,14|",CS(C)=O,CS1(C)~O(c2ccccc2)c2cccc3c4c(c(nc23)C=Cc2ccc([N+](=O)[O-])(~O=1)cc2)CCS4,-3.1144826412200928,ok,
O=C1c2ccccc2-c2onc3c(NCc4ccccc4)cc(NC4CCCCC4)c1c23,CS(C)=O,CS1(C)~N(C2CCCCC2)c2cc(NCc3ccccc3)c3noc4c3c2C(=O)(~O=1)c1ccccc1-4,-3.787787914276123,ok,
COc1cc(S(=O)(=O)[O-])c(C)cc1/N=N/c1c(O)ccc2cc(S(=O)(=O)[O-])ccc12.[Na+].[Na+],CS(C)=O,COc1cc(S(=O)(=O)[O-])c(C)cc1/N=N/c1c(O)ccc2cc(S(=O)(=O)[O-]~S(C)(C)=O~[Na+])ccc12.[Na+],-3.2575371265411377,ok,
CCCCc1ccc(Nc2cccc3c2C(=O)c2cccc(Nc4ccc(CCCC)cc4)c2C3=O)cc1,CS(C)=O,CCCCc1ccc(Nc2cccc3c2C(=O)c2cccc4c2C3(=O)~O=S(C)(C)~N4c2ccc(CCCC)cc2)cc1,-3.478114366531372,ok,
Cc1cc(C)c2c(c1)/C(=N/C1CCCCC1)c1cc3ccccc3nc1-2,CS(C)=O,Cc1cc(C)c2c(c1)C1=N(C3CCCCC3)~S(C)(C)=O~c-23nc2ccccc2cc31,-2.3989217281341553,ok,
O=c1c2ccccc2c(=O)c2c1c(NC1CCCCC1)cc1oc3cc(Cl)ccc3[nH]c12,CS(C)=O,CS1(C)~o2c3cc(Cl)ccc3[nH]c3c2cc(NC2CCCCC2)c2c(=O)c4ccccc4c(=O)(~O=1)c23,-4.558192729949951,ok,
COCCNc1cc(N(C)C)c(N)c2c1C(=O)c1ccccc1C2=O,CS(C)=O,COCCNc1cc(N(C)C)c2c3c1C(=O)c1ccccc1C3(=O)~O=S(C)(C)~N2,-2.963841199874878,ok,
CNS(=O)(=O)c1ccc(-c2ccc(C=CC(=O)c3cccc(N4CCOCC4)c3)o2)cc1,CS(C)=O,CNS1(=O)(=O)~O=S(C)(C)~o2c(C=CC(=O)c3cccc(N4CCOCC4)c3)ccc2-c2ccc1cc2,-3.1144790649414062,ok,
COCCNC(=O)c1c(N)n(/N=C/c2ccc(N(C)C)cc2)c2nc3ccccc3nc12,CS(C)=O,CN(C)c1ccc(/C=N/n2c(N)c(C3(=O)~O=S(C)(C)~O(C)CCN3)c3nc4ccccc4nc32)cc1,-3.352678060531616,ok,
Cc1ccc2c(c1)-c1nc3c(C)cccc3cc1/C2=N\C1CCCCC1,CS(C)=O,Cc1ccc2c(c1)-c13~O=S(C)(C)~N(/C4CCCCC4)=C\2c1cc1cccc(C)c1n3,-2.3738596439361572,ok,
COc1ccc(-c2csc(C(C#N)=Cc3ccc([N+](=O)[O-])cc3)n2)cc1,CS(C)=O,CO1~S(C)(C)=O~c2([N+](=O)[O-])ccc(cc2)C=C(C#N)c2nc(cs2)-c2ccc1cc2,-2.78547739982605,ok,
O=C1C(=[C]/[C]=[C]/[C]=c2\c3cccc4cccc(c43)n2[C]c2ccccc2)C(=O)c2ccccc21,CS(C)=O,CS1(C)~n2([C]c3ccccc3)/c(c3cccc4cccc2c43)=[C]/[C]=[C]/[C]=C2C(=O)c3ccccc3C2(=O)~O=1,-3.1052372455596924,ok,
CCCCSc1c(C(=O)Nc2ccc(OC)cc2)ccc2c1C(=O)c1ccccc1C2=O,CS(C)=O,CCCCSc1c(C2(=O)~O=S(C)(C)~O(C)c3ccc(cc3)N2)ccc2c1C(=O)c1ccccc1C2=O,-4.226354122161865,ok,
CN(C)c1ccc(/C=N/n2c(N)c(C(=O)NCc3cccs3)c3nc4ccccc4nc32)cc1,CS(C)=O,CN(C)c1ccc(/C=N/n2c3c(c4nc5ccccc5nc42)C(=O)(NCc2cccs2)~O=S(C)(C)~N3)cc1,-3.14890718460083,ok,
CCN1C=C/C(=C/C=c2/s/c(=C\c3sc(-c4ccccc4)c(-c4ccccc4)[n+]3CC)n(CC)c2=O)c2ccccc21,CS(C)=O,CCn1/c(=C/c2sc(-c3ccccc3)c(-c3ccccc3)[n+]2CC)s/c2c1(=O)~O=S(C)(C)~N1(CC)C=C/C(=C/C=2)c2ccccc21,-3.1188580989837646,ok,
CC1=NN(c2cccc(Cl)c2)C(=O)C1=Cc1ccc2c(c1)Sc1ccccc1N2C,CS(C)=O,CC1=NN(c2cccc(Cl)c2)C2(=O)~O=S(C)(C)~N3(C)c4ccccc4Sc4cc(ccc43)C=C12,-3.186596155166626,ok,
CCOC(=O)C1CCCN(c2cc(Nc3ccc(OC)cc3)c3c4c(onc24)-c2ccccc2C3=O)C1,CS(C)=O,CCOC1(=O)~O=S(C)(C)~O(C)c2ccc(cc2)Nc2cc(c3noc4c3c2C(=O)c2ccccc2-4)N2CCCC1C2,-3.384315252304077,ok,
CCN1CC[NH+](Cc2c([O-])ccc3c2OC(=CC2=Cc4ccccc4OC2C)C3=O)CC1,CS(C)=O,CCN1CC[NH+](Cc2c3ccc4c2OC(=CC2=Cc5ccccc5OC2C)C4(=O)~O=S(C)(C)~[O-]3)CC1,-4.035451889038086,ok,
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(-c2cccc(Cl)c2)o1,CS(C)=O,CC1=C(C#N)c2nc3(N)~O=S(C)(C)~o4c(ccc4-c4cccc(Cl)c4)/C=C/1c2c(C)c3C#N,-3.4581902027130127,ok,
CCN1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)NC1=S,CS(C)=O,CCN1C(=S)NC2=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3~S(C)(C)=O~C21=O,-2.4554731845855713,ok,
O=C1c2ccccc2C(=O)c2c(NCCOCCO)cccc21,CS(C)=O,CS1(C)~OCCOCCNc2cccc3c2C(=O)(~O=1)c1ccccc1C3=O,-2.9626805782318115,ok,
CC1Oc2ccccc2C=C1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCCCC2C)C1=O,CS(C)=O,CC1Oc2ccccc2C=C1/C=C1\Oc2c3ccc(c2C[NH+]2CCCCC2C)[O-]~S(C)(C)=O~C13=O,-3.0505921840667725,ok,
CCOC(=O)c1ccc(/N=N/c2ccc(/C=C/C=C3\N(C)c4ccccc4C3(C)C)cc2)cc1,CS(C)=O,CCO1~S(C)(C)=O~C1(=O)c1ccc(/N=N/c2ccc(/C=C/C=C3\N(C)c4ccccc4C3(C)C)cc2)cc1,-2.0171825885772705,ok,
C=CCN1C(=O)S/C(=C/C=C/c2ccc(N(C)C)cc2)C1=O,CS(C)=O,C=CCN1C(=O)/C2=C\C=C\c3ccc(cc3)N(C)(C)~S(C)(C)=O~C1(=O)S2,-2.89233136177063,ok,
c1ccc2c(c1)Sc1ccccc1N2C1=NC(=[N+]2c3ccccc3Sc3ccccc32)c2ccccc21,CS(C)=O,CS1(C)~N2(C3=NC(=[N+]4c5ccccc5Sc5ccccc54)(~O=1)c1ccccc13)c1ccccc1Sc1ccccc12,-3.972923517227173,ok,
CCOc1cccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Br)cc4)o3)C=C2c2ccccc2)c1,CS(C)=O,CCO1~S(C)(C)=O~C2(=O)/C(=C/c3ccc(-c4ccc(Br)cc4)o3)C=C(c3ccccc3)N2c2cccc1c2,-2.8813083171844482,ok,
CC1Oc2ccccc2C=C1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCCCC2)C1=O,CS(C)=O,CC1Oc2ccccc2C=C1/C=C1\Oc2c3ccc(c2C[NH+]2CCCCC2)[O-]~S(C)(C)=O~C13=O,-3.1324384212493896,ok,
Cc1cccc(NC(=O)c2c(N)n(/N=C/c3ccc(N(C)C)cc3)c3nc4ccccc4nc23)c1,CS(C)=O,Cc1cccc(NC2(=O)~O=S(C)(C)~Nc3c2c2nc4ccccc4nc2n3/N=C/c2ccc(N(C)C)cc2)c1,-3.0673365592956543,ok,
COc1cccc(N(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)c2nc3ccccc3s2)c1,CS(C)=O,CO1~S(C)(C)=O~c2([N+](=O)[O-])ccc(cc2)/C=C/C(=O)N(c2nc3ccccc3s2)c2cccc1c2,-3.1969330310821533,ok,
COc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1,CS(C)=O,CO1~S(C)(C)=O~C2(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC(=S)N2c2ccc1cc2,-2.605612277984619,ok,
O=[N+]([O-])c1ccc(-c2ccc(C=Cc3ccc4ccccc4n3)o2)cc1,CS(C)=O,CS1(C)~o2c(C=Cc3ccc4ccccc4n3)ccc2-c2ccc([N+](=O)[O-])(~O=1)cc2,-2.853023052215576,ok,
O=C1C(=Cc2cccc([N+](=O)[O-])c2)CCC1=Cc1cccc([N+](=O)[O-])c1,CS(C)=O,CS1(C)~O=C2C(=Cc3cccc([N+](=O)[O-])c3)CCC2=Cc2cccc([N+](=O)[O-])(~O=1)c2,-1.8619033098220825,ok,
Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(Br)cc4)o3)C=C2c2ccccc2)cc1,CS(C)=O,Cc1ccc(N2C(c3ccccc3)=C/C3=C/c4ccc(-c5ccc(Br)cc5)o4~S(C)(C)=O~C32=O)cc1,-2.505246639251709,ok,
CCN(CC)c1ccc(/N=N/c2c([N+](=O)[O-])c(C)[n+](C)n2C)cc1,CS(C)=O,CCN1(CC)~S(C)(C)=O~c2([N+](=O)[O-])c(n(C)[n+](C)c2C)/N=N/c2ccc1cc2,-2.220787763595581,ok,
O=S(=O)([O-])c1cc(N=Nc2ccc(O)cc2)ccc1C=Cc1ccc(N=Nc2ccc(O)cc2)cc1S(=O)(=O)[O-].[Na+].[Na+],CS(C)=O,CS(C)(=O~[Na+])~[O-]S(=O)(=O)c1cc(N=Nc2ccc(O)cc2)ccc1C=Cc1ccc(N=Nc2ccc(O)cc2)cc1S(=O)(=O)[O-].[Na+],-2.1734321117401123,ok,
CC1=CC(C)(C)N(Cc2ccccc2)c2ccc(/C=C3\N=C(c4ccccc4)OC3=O)cc21,CS(C)=O,CC1=CC(C)(C)N(Cc2ccccc2)c2ccc(/C=C3\N=C(c4ccccc4)O4~S(C)(C)=O~C34=O)cc21,-2.4777538776397705,ok,
COc1cccc(N(C(=O)C=Cc2ccc([N+](=O)[O-])cc2)c2nc3ccccc3s2)c1,CS(C)=O,CO1~S(C)(C)=O~c2([N+](=O)[O-])ccc(cc2)C=CC(=O)N(c2nc3ccccc3s2)c2cccc1c2,-2.9790852069854736,ok,
[Na+].[Na+].CC(=O)Nc1ccc2cc(c(\N=N\c3ccc(cc3)S(=O)(=O)CCOS([O-])(=O)=O)c(O)c2c1)S([O-])(=O)=O,CS(C)=O,CC(=O)Nc1ccc2cc(S(=O)(=O)[O-]~S(C)(C)=O~[Na+])c(/N=N/c3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)c(O)c2c1.[Na+],-3.4581024646759033,ok,
CC[n+]1c(/C=C2/C=C(C=CN(C)C)Oc3ccccc32)sc2ccccc21,CS(C)=O,CC[n+]1c2ccccc2sc12~O=S(C)(C)~O1C(C=CN(C)C)=C/C(=C/2)c2ccccc21,,failed,Featurization failed: RDKit could not parse Smiles_Merged
COc1cc(-c2c3nc(c(-c4cc(OC)c(OC)c(OC)c4)c4ccc([nH]4)c(-c4cc(OC)c(OC)c(OC)c4)c4nc(c(-c5cc(OC)c(OC)c(OC)c5)c5ccc2[nH]5)C=C4)C=C3)cc(OC)c1OC,CS(C)=O,COc1cc(-c2c3nc(c(-c4cc(OC)c(OC)c(OC)c4)c4ccc([nH]4)c4c5nc(c(c6ccc2[nH]6)-c2cc(OC)c(OC)c(c2)O(C)~S(C)(C)=O~c2(OC)c(OC)cc-4cc2OC)C=C5)C=C3)cc(OC)c1OC,-4.122409343719482,ok,
COC(=O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,CS(C)=O,CO1~S(C)(C)=O~C1(=O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,-3.141359567642212,ok,
O=C1c2ccccc2C(=O)c2c(Nc3ccc(Br)c(S(=O)(=O)[O-])c3)ccc(Nc3ccc(Br)c(S(=O)(=O)[O-])c3)c21,CS(C)=O,CS1(C)~[O-]S(=O)(=O)c2cc(ccc2Br)Nc2ccc(Nc3ccc(Br)c(S(=O)(=O)[O-])c3)c3c2C(=O)c2ccccc2C3(=O)~O=1,-4.994903564453125,ok,
Cc1cccc(N2CCN(C3=NC(=O)C(=Cc4ccc(-c5cccc([N+](=O)[O-])c5)o4)S3)CC2)c1,CS(C)=O,Cc1cccc(N2CCN(C3=NC4(=O)~O=S(C)(C)~o5c(ccc5-c5cccc([N+](=O)[O-])c5)C=C4S3)CC2)c1,-2.782268762588501,ok,
O=C1C(=CC=Cc2ccco2)SC(=S)N1CCc1ccccc1,CS(C)=O,CS1(C)~o2cccc2C=CC=C2SC(=S)N(CCc3ccccc3)C2(=O)~O=1,-1.898926854133606,ok,
O=C1N=C(N2CCN(c3ccccc3)CC2)SC1=Cc1ccc(-c2cccc([N+](=O)[O-])c2)o1,CS(C)=O,CS1(C)~o2c(ccc2-c2cccc([N+](=O)[O-])c2)C=C2SC(N3CCN(c4ccccc4)CC3)=NC2(=O)~O=1,-2.9206414222717285,ok,
COc1ccc(Nc2ccc3c4c(ncnc24)-c2ccccc2C3=O)cc1,CS(C)=O,CO1~S(C)(C)=O~C2(=O)c3ccccc3-c3ncnc4c(ccc2c34)Nc2ccc1cc2,-4.097224712371826,ok,
CCOc1ccc(-c2csc(/C(C#N)=C/c3ccc([N+](=O)[O-])o3)n2)cc1,CS(C)=O,CCO1~S(C)(C)=O~c2([N+](=O)[O-])ccc(o2)/C=C(\C#N)c2nc(cs2)-c2ccc1cc2,-2.625091791152954,ok,
O=C1C(=Cc2ccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)o2)N=C2CCCCCN12,CS(C)=O,CS1(C)~o2c(ccc2-c2ccc(S(=O)(=O)N3CCOCC3)cc2)C=C2N=C3CCCCCN3C2(=O)~O=1,-3.35227108001709,ok,
CCN(CC)c1cc(NC2CCCCC2)c2c3c(onc13)-c1ccccc1C2=O,CS(C)=O,CCN(CC)c1cc2c3c4c(onc14)-c1ccccc1C3(=O)~O=S(C)(C)~N2C1CCCCC1,-3.371774435043335,ok,
[C]Oc1cccc(N2[C][C]N(OS(=O)c3ccc4c(c3)C(=C3[C][C][C][C]3)C(=O)[N]4)[C][C]2)c1,CS(C)=O,[C]O1~S(C)(C)=O~C2(=O)[N]c3ccc(cc3C2=C2[C][C][C][C]2)S(=O)ON2[C][C]N([C][C]2)c2cccc1c2,-3.0019421577453613,ok,
CN(C)c1ccc(/C=C/C=c2/sc3n(c2=O)CCCN=3)cc1,CS(C)=O,CN1(C)~S(C)(C)=O~c2(=O)/c(sc3n2CCCN=3)=C\C=C\c2ccc1cc2,-2.592806100845337,ok,
Cc1ccc(N2C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)C=C2c2ccccc2)cc1C,CS(C)=O,Cc1ccc(N23~S(C)(C)=O~c4([N+](=O)[O-])ccc(cc4)/C=C(\C=C2c2ccccc2)C3=O)cc1C,-2.420055389404297,ok,
O=[N+]([O-])c1ccc(C=Cc2nc3ccc(OC(F)(F)F)cc3c3c2CCS3)cc1,CS(C)=O,CS1(C)~O(c2ccc3nc(C=Cc4ccc([N+](=O)[O-])cc4)c4c(c3c2)SCC4)C(F)(F)(F)~O=1,-2.5285885334014893,ok,
Nc1ccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)cc1,CS(C)=O,CS1(C)~Nc2ccc(cc2)Nc2cc(c(N)c3c2C(=O)c2ccccc2C3=O)S(=O)(=O)(O)~O=1,-4.1502299308776855,ok,
