SMILES,Smiles_Solvent,Smiles_Merged,Predicted_LogS,Prediction_Status,Prediction_Error
CN1c2ccccc2C(C)(C)C12C=Nc1c(ccc3cc([N+](=O)[O-])ccc13)O2,CS(C)=O,CN1c2ccccc2C(C)(C)C12C=Nc1c3ccc4cc([N+](=O)[O-])(~O=S(C)(C)~O32)ccc14,-2.5787510871887207,ok,
COc1ccc(CCN2C(=O)/C(=C\C=C\c3ccco3)SC2=S)cc1,CS(C)=O,CO1~S(C)(C)=O~C2(=O)/C(=C\C=C\c3ccco3)SC(=S)N2CCc2ccc1cc2,-2.5893588066101074,ok,
"CN(C)C(\C=C\NC1=C(C=CC=C1)C(C)=O)=C(C#N)C#N |c:9,11,t:7|",CS(C)=O,CC1(=O)~O=S(C)(C)~N(C)(C)C(=C(C#N)C#N)C=CNc2ccccc21,-2.3322694301605225,ok,
COc1ccc(-c2ccc(C=C(C#N)C#N)o2)cc1Cl,CS(C)=O,CO1~S(C)(C)=O~c12ccc(-c1ccc(C=C(C#N)C#N)o1)cc2Cl,,failed,Featurization failed: RDKit could not parse Smiles_Merged
O=C1c2ccccc2-c2[o+]c3ccc([N+](=O)[O-])cc3cc21,CS(C)=O,CS1(C)~O=C2c3ccccc3-c3(~O=1)[o+]c1ccc([N+](=O)[O-])cc1cc32,-6.913473129272461,ok,
CCN1/C(=C\C=C\c2cc(-c3ccccc3)nc3sc(C(=O)C(F)(F)F)c([O-])[n+]23)Sc2ccccc21,CS(C)=O,CCN1/C(=C\C=C\c2cc(-c3ccccc3)nc3sc4c([n+]23)[O-]~S(C)(C)=O~C(F)(F)(F)C4=O)Sc2ccccc21,-2.9665443897247314,ok,
O=C1C(=Cc2ccc3cnccc3c2)CCc2ccc([N+](=O)[O-])cc21,CS(C)=O,CS1(C)~O=C2C(=Cc3ccc4cnccc4c3)CCc3ccc([N+](=O)[O-])(~O=1)cc32,-2.9448654651641846,ok,
[O-][n+]1c2ccccc2[n+]([O-])c2cc(O)ccc21,CS(C)=O,CS1(C)~[O-][n+]2c3ccccc3[n+]([O-])c3(~O=1)cc(O)ccc23,-1.6582316160202026,ok,
CCCCC(CC)CN1C(=O)C(=Cc2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)SC1=S,CS(C)=O,CCCCC(CC)CN1C(=S)SC2=Cc3ccc(-c4ccc(S(N)(=O)=O)cc4)o3~S(C)(C)=O~C21=O,-2.916076898574829,ok,
COc1ccc(CCNc2ccc(C(F)(F)F)cc2/N=C/c2ccc([N+](=O)[O-])s2)cc1OC,CS(C)=O,COc1cc2ccc1O(C)~S(C)(C)=O~C(F)(F)(F)c1ccc(c(/N=C/c3ccc([N+](=O)[O-])s3)c1)NCC2,-1.4168678522109985,ok,
FC(F)(F)C1=CC(/N=C/C2=CC=C([N+]([O-])=O)S2)=C(NCCC3=CC=C(OC)C(OC)=C3)C=C1,CS(C)=O,COc1cc2ccc1O(C)~S(C)(C)=O~C(F)(F)(F)c1ccc(c(/N=C/c3ccc([N+](=O)[O-])s3)c1)NCC2,-1.4168678522109985,ok,
CCCCCCCCCCCCCCCCCC(=O)Nc1ccc2c(c1)C(=O)c1cc([N+](=O)[O-])ccc1-2,CS(C)=O,CCCCCCCCCCCCCCCCCC(=O)N1~S(C)(C)=O~c2([N+](=O)[O-])ccc3c(c2)C(=O)c2cc1ccc2-3,-3.4052398204803467,ok,
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(-c2ccc(C(=O)O)cc2)o1,CS(C)=O,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(-c2ccc(C3(=O)~O=S(C)(C)~O3)cc2)o1,-3.645408868789673,ok,
CCOC(=O)C1=C(Nc2ccc(C)cc2)SC(=Cc2ccc(-c3ccc(C(=O)O)cc3)o2)C1=O,CS(C)=O,CCOC1(=O)~O=S(C)(C)~OC(=O)c2ccc(cc2)-c2ccc(o2)C=C2SC(Nc3ccc(C)cc3)=C1C2=O,-3.718762159347534,ok,
O=C1C=CC2=NC34CCCCC3CC3=C(CCCC3)N4C2=C1,CS(C)=O,CS1(C)~N23C4=CC(=O)(~O=1)C=CC4=NC21CCCCC1CC1=C3CCCC1,-2.4171242713928223,ok,
Cc1ccc(Nc2cc3c(n[n+]([O-])n3C(C)C)c3c2C(=O)c2ccccc2C3=O)cc1,CS(C)=O,Cc1ccc(Nc2cc3c4n[n+](n3C(C)C)[O-]~S(C)(C)=O~C3(=O)c5ccccc5C(=O)c2c43)cc1,-2.7777345180511475,ok,
Cc1ccc2c(c1)-c1c(s[s+]c1SC(=O)c1ccccc1)C(C)(C)N2C,CS(C)=O,Cc1ccc2c(c1)-c1c3s[s+](~O=S(C)(C)~N2(C)C3(C)C)c1SC(=O)c1ccccc1,-2.969400644302368,ok,
CCN1C(=O)/C(=C/C(=C/C=C2\Sc3ccccc3N2C)C(=O)c2ccccc2O)SC1=S,CS(C)=O,CCN1C(=S)S/C2=C\C(=C\C=C3/Sc4ccccc4N3C)C(=O)c3ccccc3O~S(C)(C)=O~C21=O,-2.931396245956421,ok,
CCN1/C(=C/C=C/c2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,CS(C)=O,CC[n+]1c2ccc3ccccc31~O=S(C)(C)~N1(CC)/C(=C/C=C/2)C=Cc2ccccc21,-2.7764973640441895,ok,
O=C1C(=Cc2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1c1ccccc1,CS(C)=O,CS1(C)~o2c(ccc2-c2ccc(Br)cc2)C=C2C=C(c3ccccc3)N(c3ccccc3)C2(=O)~O=1,-2.532045841217041,ok,
O=[N+]([O-])c1cccc(C=C2CCC(C=NNc3ccc(S(=O)(=O)O)cc3)=C2N2CCOCC2)c1,CS(C)=O,CS1(C)~O2CCN(CC2)C2=C(C=NNc3ccc(cc3)S(=O)(=O)(O)~O=1)CCC2=Cc1cccc([N+](=O)[O-])c1,-3.1080081462860107,ok,
COc1ccc(CN2C(=O)C(=CC=Cc3ccccc3)SC2=S)cc1,CS(C)=O,CO1~S(C)(C)=O~C2(=O)C(=CC=Cc3ccccc3)SC(=S)N2Cc2ccc1cc2,-2.1581456661224365,ok,
Cc1ccc(Nc2cc3c(nc(CCl)n3CC(C)C)c3c2C(=O)c2ccccc2C3=O)cc1,CS(C)=O,Cc1ccc(N2~S(C)(C)=O~C3(=O)c4ccccc4C(=O)c4c2cc2c(nc(CCl)n2CC(C)C)c43)cc1,-2.924779176712036,ok,
O=C1C(=Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1ccccc1O,CS(C)=O,CS1(C)~Oc2ccccc2N2C(c3ccccc3)=CC(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)C2(=O)~O=1,-2.6108076572418213,ok,
CSc1[s+]sc2c1-c1cc(C)ccc1NC2(C)C,CS(C)=O,CSc1c2c3s[s+]1~O=S(C)(C)~N(c1ccc(C)cc1-2)C3(C)C,-2.6480467319488525,ok,
CCN(CC)c1ccc(N)c2nonc12,CS(C)=O,CCN(CC)c1ccc2c3nonc13~O=S(C)(C)~N2,-2.766160488128662,ok,
C1=CC2=NC34CCCCC3CC3=C(CCCC3)N4C2=CC1=NC1CCCCC1,CS(C)=O,CS1(C)~N23C4=CC(=NC5CCCCC5)C=CC4=NC24(~O=1)CCCCC4CC1=C3CCCC1,-2.8741440773010254,ok,
COC(C=C(C=C1OC)C2=C(C=C3)N=C3C(C(C=C4OC)=CC(OC)=C4OC)=C(C=C5)NC5=C(C(C=C6OC)=CC(OC)=C6OC)C7=NC(C=C7)=C(C8=CC(OC)=C(OC)C(OC)=C8)C9=CC=C2N9)=C1OC,CS(C)=O,COc1cc(-c2c3nc(c(-c4cc(OC)c(OC)c(OC)c4)c4ccc([nH]4)c4c5nc(c(c6ccc2[nH]6)-c2cc(OC)c(OC)c(c2)O(C)~S(C)(C)=O~c2(OC)c(OC)cc-4cc2OC)C=C5)C=C3)cc(OC)c1OC,-4.122409343719482,ok,
Nc1c(N2CCCC2)cc(NCc2ccccc2)c2c1C(=O)c1ccccc1C2=O,CS(C)=O,CS1(C)~Nc2c(N3CCCC3)cc(NCc3ccccc3)c3c2C(=O)(~O=1)c1ccccc1C3=O,-3.2119338512420654,ok,
CCN(CC)c1ccc(NC(=O)c2ccc(-c3cccc([N+](=O)[O-])c3)o2)cc1,CS(C)=O,CCN(CC)c1ccc(NC2(=O)~O=S(C)(C)~o3c(-c4cccc([N+](=O)[O-])c4)ccc32)cc1,-2.4733264446258545,ok,
O=C(O)c1ccc(C(=O)[O-])c(-c2c3cc4c5c(c3[o+]c3c6c7c(cc23)CCCN7CCC6)CCCN5CCC4)c1,CS(C)=O,CS1(C)~O=C([O-])c2ccc(C(=O)O)cc2-c2c3cc4c5c(c3[o+]c3(~O=1)c1c6c(cc23)CCCN6CCC1)CCCN5CCC4,-7.046326637268066,ok,
[Cl-].CCN(CC)c1ccc2c(-c3ccccc3C(O)=O)c3ccc(cc3oc2c1)=[N+](CC)CC,CS(C)=O,CCN(CC)c1ccc2c(-c3ccccc3C(=O)(O)~O=S(C)(C)~[Cl-])c3ccc(=[N+](CC)CC)cc-3oc2c1,-2.4817521572113037,ok,
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)SC1=Cc1ccc(-c2ccccc2)o1,CS(C)=O,CS1(C)~o2c(ccc2-c2ccccc2)C=C2SC(=NC2=O)N2CCN(CC2)c2cccc(c2)C(F)(F)(F)~O=1,-2.1685497760772705,ok,
Cc1ccc([N+](=O)[O-])cc1-c1ccc(C=Nc2ccc(N3CCOCC3)cc2)o1,CS(C)=O,Cc1ccc2([N+](=O)[O-])~O=S(C)(C)~o3c(C=Nc4ccc(N5CCOCC5)cc4)ccc3-c1c2,-2.5164926052093506,ok,
COc1cccc(Nc2cc(NC(C)C)c(N)c3c2C(=O)c2ccccc2C3=O)c1,CS(C)=O,CC(C)Nc1cc2c3c(c1N)C(=O)(~O=S(C)(C)~O(C)c1cccc(c1)N2)c1ccccc1C3=O,-3.7259068489074707,ok,
COC(=O)c1ccc(-c2ccc(C=C3C(C)=C(C#N)c4nc(N)c(C#N)c(C)c43)o2)cc1,CS(C)=O,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(-c2ccc(C3(=O)~O=S(C)(C)~O3C)cc2)o1,-3.608713388442993,ok,
CCCCNC(=O)c1c(N)n(/N=C/c2ccc(N(C)C)cc2)c2nc3ccccc3nc12,CS(C)=O,CCCCNC1(=O)~O=S(C)(C)~Nc2c1c1nc3ccccc3nc1n2/N=C/c1ccc(N(C)C)cc1,-2.524815559387207,ok,
CSc1ccc(/C=C2/C(=O)/C(=C/c3ccc(SC)cc3)C3CCC2N3C)cc1,CS(C)=O,CSc1ccc(/C=C2\C3CCC4/C(=C\c5ccc(SC)cc5)C2(=O)~O=S(C)(C)~N34C)cc1,-2.4904024600982666,ok,
CCN1CC[NH+](Cc2c([O-])ccc3c2O/C(=C\C2=Cc4ccccc4OC2C)C3=O)CC1,CS(C)=O,CCN1CC[NH+](Cc2c3ccc4c2O/C(=C\C2=Cc5ccccc5OC2C)C4(=O)~O=S(C)(C)~[O-]3)CC1,-4.007133483886719,ok,
O=C1C(Cl)=C(C=CN(Cc2ccccc2)Cc2ccccc2)C(=O)c2ccccc21,CS(C)=O,CS1(C)~N(Cc2ccccc2)(Cc2ccccc2)C=CC2=C(Cl)C(=O)(~O=1)c1ccccc1C2=O,-2.44336199760437,ok,
Cc1ccc(/N=C2\S/C(=C/c3ccc([N+](=O)[O-])cc3)C(=O)N2c2ccc(C)cc2)cc1,CS(C)=O,Cc1ccc(/N=C2\S/C(=C/c3ccc([N+](=O)[O-])cc3)C3(~O=S(C)(C)~O=3)N2c2ccc(C)cc2)cc1,-1.3291420936584473,ok,
O=C1C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(C(F)(F)F)=NN1c1ccc(Cl)cc1,CS(C)=O,CS1(C)~o2c(ccc2-c2ccc([N+](=O)[O-])cc2)C=C2C(=O)N(c3ccc(Cl)cc3)N=C2C(F)(F)(F)~O=1,-2.2809736728668213,ok,
CCOC(=O)C1=C(Nc2ccc(OCC)cc2)SC(=Cc2ccc([N+](=O)[O-])cc2)C1=O,CS(C)=O,CCOC1(=O)~O=S(C)(C)~O(CC)c2ccc(cc2)NC2=C1C(=O)C(=Cc1ccc([N+](=O)[O-])cc1)S2,-2.7722396850585938,ok,
CCOc1ccc(Nc2cc(N3CCCCCC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,CS(C)=O,CCO1~S(C)(C)=O~C2(=O)c3ccccc3-c3onc4c(N5CCCCCC5)cc(c2c34)Nc2ccc1cc2,-3.3191311359405518,ok,
CN(C)c1ccc(C=Nn2c(N)c(C(=O)NCc3cccs3)c3nc4ccccc4nc32)cc1,CS(C)=O,CN(C)c1ccc(C=Nn2c3c(c4nc5ccccc5nc42)C(=O)(NCc2cccs2)~O=S(C)(C)~N3)cc1,-3.3050410747528076,ok,
CCOC(=O)c1ccc(-c2ccc(C=C3C=C(c4ccccc4)N(c4ccccc4OC)C3=O)o2)cc1,CS(C)=O,CCOC1(=O)~O=S(C)(C)~O(C)c2ccccc2N2C(=O)C(=Cc3ccc(o3)-c3ccc1cc3)C=C2c1ccccc1,-2.9522087574005127,ok,
C=CCSC1=N/C(=C\C=C\c2ccco2)C(=O)S1,CS(C)=O,C=CCSC1=N/C2=C\C=C\c3ccco3~S(C)(C)=O~C2(=O)S1,-2.577878475189209,ok,
O=C1Nc2c(Cl)cc(Cl)cc2/C1=N/N=C/c1ccc(O)cc1,CS(C)=O,CS1(C)~Oc2ccc(cc2)/C=N/N=C2/c3cc(Cl)cc(Cl)c3NC2(=O)~O=1,-2.4876821041107178,ok,
O=C1C(Cl)=Cc2cccc3c(N4CCSCC4)ccc1c23,CS(C)=O,CS1(C)~N2(CCSCC2)c2ccc3c4c(cccc24)C=C(Cl)C3(=O)~O=1,-2.874910593032837,ok,
CCC(/C=C1\Sc2ccc(C)cc2N1CCCS(=O)(=O)[O-])=C\c1sc2ccc(-c3ccccc3)cc2[n+]1CCCS(=O)(=O)[O-],CS(C)=O,CCC1=C\c2(~O=S(C)(C)~[O-]S(=O)(=O)CCCN3/C(=C/1)Sc1ccc(C)cc13)sc1ccc(-c3ccccc3)cc1[n+]2CCCS(=O)(=O)[O-],,failed,Featurization failed: RDKit could not parse Smiles_Merged
COc1nnc(-c2ccc(N3CCCCC3)c(NC(=O)c3ccc([N+](=O)[O-])cc3)c2)c2ccccc12,CS(C)=O,CO1~S(C)(C)=O~c2([N+](=O)[O-])ccc(cc2)C(=O)Nc2cc(ccc2N2CCCCC2)-c2nnc1c1ccccc21,-3.4442617893218994,ok,
COc1ccc(Nc2cc(N3CCCC(C)C3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,CS(C)=O,CC1CCCN(c2cc3c4c5c(onc25)-c2ccccc2C4(=O)~O=S(C)(C)~O(C)c2ccc(cc2)N3)C1,-3.4753963947296143,ok,
CCN(CC)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(Cl)c(C(=O)O)c4)o3)SC2=S)cc1,CS(C)=O,CCN(CC)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(Cl)c(C5(=O)~O=S(C)(C)~O5)c4)o3)SC2=S)cc1,-3.147883653640747,ok,
COc1cccc(Nc2cc(N3CCCCC3C)c3noc4c3c2C(=O)c2ccccc2-4)c1,CS(C)=O,CC1CCCCN1c1cc2c3c4c(onc14)-c1ccccc1C3(=O)~O=S(C)(C)~O(C)c1cccc(c1)N2,-3.635624647140503,ok,
Nc1cc(Cl)c2n[se]nc2c1[N+](=O)[O-],CS(C)=O,CS1(C)~N(c2cc(Cl)c3n[se]nc3c2[N+](=O)[O-])~O=1,-2.0084023475646973,ok,
O=S(=O)(c1ccc(Nc2ccc3nc(N4CCOCC4)sc3c2)nc1)N1CCCC1,CS(C)=O,CS1(C)~O2CCN(CC2)c2nc3ccc(cc3s2)Nc2ccc(cn2)S(=O)(=O)(N2CCCC2)~O=1,-3.673513650894165,ok,
COCCN1C(=O)/C(=C/c2ccc(-c3cccc(C(=O)O)c3)o2)NC1=S,CS(C)=O,COCCN1C(=O)/C(=C/c2ccc(-c3cccc(C4(=O)~O=S(C)(C)~O4)c3)o2)NC1=S,-2.7877118587493896,ok,
N#CC(=[C]c1ccc(N2[C][C][C](C(F)(F)F)[C][C]2)cc1)C#N,CS(C)=O,CS1(C)~N2(c3ccc([C]=C(C#N)C#N)cc3)[C][C][C]([C][C]2)C(F)(F)(F)~O=1,-0.8927590250968933,ok,
CCCCCCNc1ccc(NC(=O)c2ccc(C3CCC(CCCCC)CC3)cc2)c2c1C(=O)c1ccccc1C2=O,CS(C)=O,CCCCCCN1~S(C)(C)=O~C(=O)(c2ccc(C3CCC(CCCCC)CC3)cc2)Nc2ccc1c1c2C(=O)c2ccccc2C1=O,-4.097787857055664,ok,
O=C1c2ccccc2-c2onc3c(N4CCCCC4)ccc1c23,CS(C)=O,CS1(C)~N2(CCCCC2)c2ccc3c4c(onc24)-c2ccccc2C3(=O)~O=1,-3.1994259357452393,ok,
Cc1cccc(N2CCN(C3=NC(=O)C(=Cc4ccc(-c5ccc(Cl)cc5Cl)o4)S3)CC2)c1,CS(C)=O,Cc1cccc(N2CCN(C3=NC4(=O)~O=S(C)(C)~o5c(ccc5-c5ccc(Cl)cc5Cl)C=C4S3)CC2)c1,-2.682952642440796,ok,
N#CC(C#N)=Cc1ccc(C=C(C#N)C#N)cc1,CS(C)=O,CS1(C)~N#CC(C#N)(=Cc2ccc(C=C(C#N)C#N)cc2)~O=1,-3.098409414291382,ok,
N#Cc1cc(Sc2ccccc2)c(N2CCCCC2)cc1C#N,CS(C)=O,CS1(C)~N2(CCCCC2)c2cc(c(C#N)cc2Sc2ccccc2)C(#N)~O=1,-2.8404221534729004,ok,
CNc1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,CS(C)=O,C[N+](C)=c12~O=S(C)(C)~N(C)c3ccc4nc(cc1)-c(c2)sc4c3,-3.2986059188842773,ok,
[O-][n+]1c2c([n+]([O-])c3ccccc31)CCC2,CS(C)=O,CS1(C)~[O-][n+]2c3c([n+]([O-])c4(~O=1)ccccc24)CCC3,-1.6674443483352661,ok,
COc1cc2c(c(OC)c1OC)-c1cc/c(=[NH+]/CCCN3CCCc4ccccc43)c([O-])cc1[C@@H](NC(C)=O)CC2,CS(C)=O,COc1cc2c(c(OC)c1OC)-c1cc/c(=[NH+]/CCCN3CCCc4ccccc43)c3cc1[C@H](CC2)NC(C)(=O)~O=S(C)(C)~[O-]3,-2.952327013015747,ok,
O=C1[N]c2ccc(S(=O)(=O)[N][C][C]C3=[C][C][C][C][C]3)cc2C1=C1[C][C][C][C]1,CS(C)=O,CS1(C)~O=C2(~O=1)[N]c1ccc(S(=O)(=O)[N][C][C]C3=[C][C][C][C][C]3)cc1C2=C1[C][C][C][C]1,-1.4717042446136475,ok,
O=C1C(=Cc2ccc(Cl)cc2)C=C(c2ccccc2)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,CS(C)=O,CS1(C)~N2(C(=O)C(=Cc3ccc(Cl)cc3)C=C2c2ccccc2)c2ccc(cc2)Sc2ccc([N+](=O)[O-])(~O=1)cc2,-2.9341750144958496,ok,
Cc1ccc(Nc2cc(NC(C)C)c3noc4c3c2C(=O)c2ccccc2-4)cc1,CS(C)=O,Cc1ccc(Nc2cc3c4noc5c4c2C(=O)(~O=S(C)(C)~N3C(C)C)c2ccccc2-5)cc1,-3.4873552322387695,ok,
CC(=O)c1cccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)c1,CS(C)=O,CC(=O)c1cccc(N2C(=O)/C(=C/c3ccc4o3~S(C)(C)=O~c3([N+](=O)[O-])ccc-4cc3)C=C2c2ccccc2)c1,-3.065216302871704,ok,
[O-][n+]1onc2c3c4c([nH]c3ccc21)CCCC4,CS(C)=O,CS1(C)~[O-][n+]2onc3(~O=1)c1c4c([nH]c1ccc23)CCCC4,-3.046236753463745,ok,
CN1C(=S)N(CCCN2CCOCC2)C(=O)/C1=C\c1ccc(/C=C2\C(=O)N(CCCN3CCOCC3)C(=S)N2C)s1,CS(C)=O,CN1C(=S)N(CCCN2CCOCC2)C(=O)/C1=C\c1ccc(/C=C2/N(C)C(=S)N3CCCN4CCO(~S(C)(C)=O~C23=O)CC4)s1,-3.9174420833587646,ok,
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1c[nH]c2ccccc12,CS(C)=O,CC1=C(C#N)c2nc3(~O=S(C)(C)~N3)c(C#N)c(C)c2/C1=C\c1c[nH]c2ccccc12,,failed,Featurization failed: RDKit could not parse Smiles_Merged
Cc1ccc(S(=O)(=O)c2c(N)n(/N=C/c3ccc(N(C)C)cc3)c3nc4ccccc4nc23)cc1,CS(C)=O,Cc1ccc(S2(=O)(=O)~O=S(C)(C)~Nc3c2c2nc4ccccc4nc2n3/N=C/c2ccc(N(C)C)cc2)cc1,-2.943439483642578,ok,
CCOC(=O)c1ccc(-c2ccc(/C=C3\C=C(c4ccccc4)N(c4ccc(-c5ccccc5)cc4)C3=O)o2)cc1,CS(C)=O,CCO1~S(C)(C)=O~C1(=O)c1ccc(-c2ccc(/C=C3\C=C(c4ccccc4)N(c4ccc(-c5ccccc5)cc4)C3=O)o2)cc1,-2.997781753540039,ok,
CCCC[N+]1=C(C)C(C)(C)c2c1ccc1ccccc21,CS(C)=O,CCCC[N+]12~S(C)(C)=O~c13ccc1ccccc1c3C(C)(C)C=2C,-1.818800926208496,ok,
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2Oc2ccc(C(C)(C)C)cc2)C(=O)c2ccccc2C3=O)cc1,CS(C)=O,Cc1ccc(S2(=O)(=O)~O=S(C)(C)~O(c3ccc(C(C)(C)C)cc3)c3c(ccc4c3C(=O)c3ccccc3C4=O)N2)cc1,-2.9890239238739014,ok,
O=C(/C=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)N1CCCCC1,CS(C)=O,CS1(C)~o2c(/C=C/C(=O)N3CCCCC3)ccc2-c2ccc([N+](=O)[O-])(~O=1)cc2,-2.5494468212127686,ok,
CN(C)C(C=CNc1ccc(Br)cc1)=C(C#N)C#N,CS(C)=O,CN1(C)~S(C)(C)=O~C(C#N)(C#N)=C1C=CNc1ccc(Br)cc1,-2.76577091217041,ok,
CN1CCN(C(=O)C(C#N)=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)CC1,CS(C)=O,CN1CCN(C(=O)C(C#N)=Cc2ccc3o2~S(C)(C)=O~c2([N+](=O)[O-])ccc-3cc2)CC1,-3.0451014041900635,ok,
[C]N1C(=O)C(=[C]c2ccc3c(c2)[C][C]N3[C][C][C]Cl)C(=O)N([C])C1=S,CS(C)=O,[C]N1C(=O)C2=[C]c3ccc4c(c3)[C][C]N4([C][C][C]Cl)~S(C)(C)=O~C2(=O)N([C])C1=S,-2.1591038703918457,ok,
O=[N+]([O-])c1ccc(C=C2CCCC=C2N2CCOCC2)s1,CS(C)=O,CS1(C)~O2CCN(CC2)C2=CCCCC2=Cc2ccc([N+](=O)[O-])(~O=1)s2,-2.177187919616699,ok,
[C][C]1[C]c2ccccc2N1S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)[N]2,CS(C)=O,[C][C]1[C]c2ccccc2N1S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C1(~O=S(C)(C)~O=1)[N]2,-2.6342527866363525,ok,
CCCOC(=O)c1ccc(N2N=C(C(F)(F)F)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C2=O)cc1,CS(C)=O,CCCO1~S(C)(C)=O~C(F)(F)(F)C2=NN(C(=O)C2=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c2ccc(cc2)C1=O,-2.3528683185577393,ok,
Cc1ccc(/C=C2\Oc3c(ccc([O-])c3C[NH+]3CCCCC3C)C2=O)o1,CS(C)=O,Cc1ccc(/C=C2\Oc3c4ccc(c3C[NH+]3CCCCC3C)[O-]~S(C)(C)=O~C24=O)o1,-3.1452436447143555,ok,
O=C(C=CC1=Cc2cc(Cl)cc(Cl)c2OC1)c1ccc(N2CCC(O)CC2)cc1,CS(C)=O,CS1(C)~O2CC(=Cc3cc(Cl)cc(Cl)c32)C=CC(=O)(c2ccc(N3CCC(O)CC3)cc2)~O=1,-2.1993582248687744,ok,
CCN(CCO)c1cc(NC(C)C)c2c3c(onc13)-c1ccccc1C2=O,CS(C)=O,CCN1CCO~S(C)(C)=O~C2(=O)c3ccccc3-c3onc4c1cc(NC(C)C)c2c34,-3.068258047103882,ok,
CN1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c2ccccc21,CS(C)=O,CN1C(=O)C(=Cc2ccc3o2~S(C)(C)=O~c2([N+](=O)[O-])ccc-3cc2)c2ccccc21,-3.0340778827667236,ok,
CCN(CC)c1ccc(/C=C2\C=C(c3cccs3)OC2=O)cc1,CS(C)=O,CCN(CC)c1ccc(/C=C2\C=C(c3cccs3)O3~S(C)(C)=O~C23=O)cc1,-2.094492197036743,ok,
CCOc1ccc(Nc2cc(N3CC(C)CC(C)C3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,CS(C)=O,CCO1~S(C)(C)=O~C2(=O)c3ccccc3-c3onc4c(N5CC(C)CC(C)C5)cc(c2c34)Nc2ccc1cc2,-3.0203983783721924,ok,
CCCCN1C(=O)/C(=c2/s/c(=C\C=C3\SC(c4ccccc4)=C(c4ccccc4)N3CC)c(=O)n2CCCC)SC1=S,CS(C)=O,CCCCN1C(=S)S/C2=c3\s/c(c(=O)n3CCCC)=C\C=C3\SC(c4ccccc4)=C(c4ccccc4)N3(CC)~S(C)(C)=O~C21=O,-3.5879719257354736,ok,
CCOc1ccc(Nc2cc(N3CCCC(C)C3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,CS(C)=O,CCO1~S(C)(C)=O~C2(=O)c3ccccc3-c3onc4c(N5CCCC(C)C5)cc(c2c34)Nc2ccc1cc2,-3.190772771835327,ok,
CC(=O)N(C)c1ccc(NS(=O)(=O)c2ccc(C)cc2)c2c1C(=O)c1ccccc1C2=O,CS(C)=O,CC(=O)N1(C)~S(C)(C)=O~S(=O)(=O)(c2ccc(C)cc2)Nc2ccc1c1c2C(=O)c2ccccc2C1=O,-3.287214994430542,ok,
CN(C)c1ccc(/C=C(\C#N)c2nc(-c3ccc(F)cc3)c(NC(=O)c3ccc(Cl)cc3)s2)cc1,CS(C)=O,CN1(C)~S(C)(C)=O~C(=O)(c2ccc(Cl)cc2)Nc2sc(nc2-c2ccc(F)cc2)/C(C#N)=C/c2ccc1cc2,-3.6936609745025635,ok,
CCC(C)COC(=O)c1c(N)n(-c2ccc(N(CC)CC)cc2)c2nc3ccccc3nc12,CS(C)=O,CCC(C)CO1~S(C)(C)=O~C1(=O)c1c(N)n(-c2ccc(N(CC)CC)cc2)c2nc3ccccc3nc12,-2.2387847900390625,ok,
Cc1ccc(N2CCN(C3=NC(=O)C(=Cc4ccc(-c5ccc(Cl)cc5[N+](=O)[O-])o4)S3)CC2)cc1,CS(C)=O,Cc1ccc(N2CCN(C3=NC4(=O)~O=S(C)(C)~o5c(ccc5-c5ccc(Cl)cc5[N+](=O)[O-])C=C4S3)CC2)cc1,-2.8087613582611084,ok,
